,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
750,,274.96,0.0,0.0,90,Mist,mist,2017-01-22 22:00:00,2316
751,,274.75,0.0,0.0,90,Mist,mist,2017-01-22 23:00:00,947
752,,274.75,0.0,0.0,90,Rain,light rain,2017-01-22 23:00:00,947
753,,274.48,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 00:00:00,529
754,,274.48,0.0,0.0,90,Mist,mist,2017-01-23 00:00:00,529
755,,274.28,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 01:00:00,330
756,,274.28,0.0,0.0,90,Mist,mist,2017-01-23 01:00:00,330
757,,274.22,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 02:00:00,260
758,,274.22,0.0,0.0,90,Mist,mist,2017-01-23 02:00:00,260
759,,274.22,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 03:00:00,339
760,,274.22,0.0,0.0,90,Mist,mist,2017-01-23 03:00:00,339
761,,274.22,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 04:00:00,857
762,,274.22,0.0,0.0,90,Mist,mist,2017-01-23 04:00:00,857
763,,274.15,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 05:00:00,2711
764,,274.15,0.0,0.0,90,Mist,mist,2017-01-23 05:00:00,2711
765,,274.08,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 06:00:00,5570
766,,274.08,0.0,0.0,90,Mist,mist,2017-01-23 06:00:00,5570
767,,274.08,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 07:00:00,5909
768,,274.08,0.0,0.0,90,Mist,mist,2017-01-23 07:00:00,5909
769,,274.08,0.0,0.0,90,Snow,light snow,2017-01-23 07:00:00,5909
770,,274.08,0.0,0.0,90,Drizzle,light intensity drizzle,2017-01-23 08:00:00,5619
771,,274.08,0.0,0.0,90,Mist,mist,2017-01-23 08:00:00,5619
772,,274.08,0.0,0.0,90,Snow,light snow,2017-01-23 08:00:00,5619
773,,273.95,0.0,0.0,90,Mist,mist,2017-01-23 09:00:00,4616
774,,273.95,0.0,0.0,90,Snow,light snow,2017-01-23 09:00:00,4616
775,,274.29,0.0,0.0,90,Mist,mist,2017-01-23 10:00:00,4216
776,,274.29,0.0,0.0,90,Snow,light snow,2017-01-23 10:00:00,4216
777,,274.29,0.0,0.0,90,Rain,light rain,2017-01-23 10:00:00,4216
778,,274.4,0.0,0.0,90,Mist,mist,2017-01-23 11:00:00,4319
779,,274.4,0.0,0.0,90,Rain,light rain,2017-01-23 11:00:00,4319
780,,274.46,0.0,0.0,90,Mist,mist,2017-01-23 12:00:00,4490
781,,274.46,0.0,0.0,90,Mist,mist,2017-01-23 13:00:00,4498
782,,274.46,0.0,0.0,90,Snow,light snow,2017-01-23 13:00:00,4498
783,,274.46,0.0,0.0,90,Rain,light rain,2017-01-23 13:00:00,4498
784,,274.35,0.0,0.0,90,Mist,mist,2017-01-23 14:00:00,4902
785,,274.35,0.0,0.0,90,Snow,light snow,2017-01-23 14:00:00,4902
786,,274.35,0.0,0.0,90,Mist,mist,2017-01-23 15:00:00,5451
787,,274.15,0.0,0.0,90,Mist,mist,2017-01-23 16:00:00,6339
788,,274.15,0.0,0.0,90,Haze,haze,2017-01-23 16:00:00,6339
789,,274.15,0.0,0.0,90,Mist,mist,2017-01-23 17:00:00,5787
790,,274.02,0.0,0.0,90,Mist,mist,2017-01-23 18:00:00,4109
791,,273.95,0.0,0.0,90,Mist,mist,2017-01-23 19:00:00,2753
792,,273.88,0.0,0.0,90,Mist,mist,2017-01-23 20:00:00,2557
793,,273.88,0.0,0.0,90,Mist,mist,2017-01-23 21:00:00,2241
794,,273.75,0.0,0.0,90,Mist,mist,2017-01-23 22:00:00,1370
795,,273.75,0.0,0.0,90,Mist,mist,2017-01-23 23:00:00,977
796,,273.68,0.0,0.0,90,Mist,mist,2017-01-24 00:00:00,571
797,,273.62,0.0,0.0,90,Mist,mist,2017-01-24 01:00:00,300
798,,273.42,0.0,0.0,90,Mist,mist,2017-01-24 02:00:00,241
799,,273.42,0.0,0.0,90,Snow,light snow,2017-01-24 02:00:00,241
800,,273.42,0.0,0.0,90,Mist,mist,2017-01-24 03:00:00,348
801,,273.15,0.0,0.0,90,Mist,mist,2017-01-24 04:00:00,845
802,,273.15,0.0,0.0,90,Mist,mist,2017-01-24 05:00:00,2763
803,,273.15,0.0,0.0,90,Mist,mist,2017-01-24 06:00:00,5614
804,,273.09,0.0,0.0,90,Mist,mist,2017-01-24 07:00:00,6154
805,,273.08,0.0,0.0,90,Clouds,overcast clouds,2017-01-24 08:00:00,5606
806,,273.01,0.0,0.0,90,Clouds,overcast clouds,2017-01-24 09:00:00,5033
807,,270.307,0.0,0.0,12,Clouds,few clouds,2017-01-24 10:00:00,4366
808,,274.589,0.0,0.0,0,Clear,Sky is Clear,2017-01-24 11:00:00,4434
809,,274.589,0.0,0.0,0,Clear,Sky is Clear,2017-01-24 12:00:00,4679
810,,274.589,0.0,0.0,0,Clear,Sky is Clear,2017-01-24 13:00:00,4661
811,,275.515,0.0,0.0,32,Clouds,scattered clouds,2017-01-24 14:00:00,4996
812,,275.515,0.0,0.0,32,Clouds,scattered clouds,2017-01-24 15:00:00,5563
813,,275.515,0.0,0.0,32,Clouds,scattered clouds,2017-01-24 16:00:00,6543
814,,272.858,0.0,0.0,68,Clouds,broken clouds,2017-01-24 17:00:00,5861
815,,272.858,0.0,0.0,68,Clouds,broken clouds,2017-01-24 18:00:00,4356
816,,272.858,0.0,0.0,68,Clouds,broken clouds,2017-01-24 19:00:00,2999
817,,271.391,0.0,0.0,92,Clouds,overcast clouds,2017-01-24 20:00:00,2675
818,,271.391,0.0,0.0,92,Clouds,overcast clouds,2017-01-24 21:00:00,2443
819,,271.391,0.0,0.0,92,Clouds,overcast clouds,2017-01-24 22:00:00,1674
820,,271.163,0.0,0.0,92,Clouds,overcast clouds,2017-01-24 23:00:00,936
821,,271.163,0.0,0.0,92,Clouds,overcast clouds,2017-01-25 00:00:00,730
822,,271.163,0.0,0.0,92,Clouds,overcast clouds,2017-01-25 01:00:00,538
823,,270.999,0.0,0.0,88,Clouds,overcast clouds,2017-01-25 02:00:00,469
824,,270.999,0.0,0.0,88,Clouds,overcast clouds,2017-01-25 03:00:00,551
825,,270.999,0.0,0.0,88,Clouds,overcast clouds,2017-01-25 04:00:00,1049
826,,270.764,0.0,0.0,92,Clouds,overcast clouds,2017-01-25 05:00:00,3038
827,,270.764,0.0,0.0,92,Clouds,overcast clouds,2017-01-25 06:00:00,5499
828,,270.764,0.0,0.0,92,Clouds,overcast clouds,2017-01-25 07:00:00,5595
829,,270.675,0.0,0.0,92,Clouds,overcast clouds,2017-01-25 08:00:00,5103
830,,270.719,0.0,0.0,88,Clouds,overcast clouds,2017-01-25 09:00:00,4411
831,,272.09,0.0,0.0,90,Snow,light snow,2017-01-25 10:00:00,3846
832,,272.09,0.0,0.0,90,Mist,mist,2017-01-25 10:00:00,3846
833,,272.15,0.0,0.0,90,Snow,light snow,2017-01-25 11:00:00,4032
834,,272.15,0.0,0.0,90,Mist,mist,2017-01-25 11:00:00,4032
835,,271.95,0.0,0.0,90,Snow,light snow,2017-01-25 12:00:00,4367
836,,271.95,0.0,0.0,90,Mist,mist,2017-01-25 12:00:00,4367
837,,271.89,0.0,0.0,90,Haze,haze,2017-01-25 13:00:00,4304
838,,271.89,0.0,0.0,90,Snow,light snow,2017-01-25 13:00:00,4304
839,,271.89,0.0,0.0,90,Mist,mist,2017-01-25 13:00:00,4304
840,,271.9,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 14:00:00,4899
841,,271.88,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 15:00:00,5381
842,,271.75,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 16:00:00,6513
843,,271.75,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 17:00:00,6021
844,,271.68,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 18:00:00,4289
845,,271.65,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 19:00:00,3004
846,,271.75,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 20:00:00,2649
847,,271.62,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 21:00:00,2409
848,,271.58,0.0,0.0,90,Clouds,overcast clouds,2017-01-25 22:00:00,1783
849,,271.58,0.0,0.0,90,Snow,light snow,2017-01-25 23:00:00,1051
850,,271.72,0.0,0.0,90,Snow,light snow,2017-01-26 00:00:00,548
851,,271.51,0.0,0.0,90,Snow,light snow,2017-01-26 01:00:00,347
852,,271.65,0.0,0.0,90,Snow,light snow,2017-01-26 02:00:00,266
853,,271.65,0.0,0.0,90,Snow,light snow,2017-01-26 03:00:00,370
854,,271.51,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 04:00:00,870
855,,271.22,0.0,0.0,90,Mist,mist,2017-01-26 05:00:00,2720
856,,271.02,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 06:00:00,5815
857,,270.95,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 07:00:00,6368
858,,270.55,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 08:00:00,5830
859,,270.35,0.0,0.0,75,Clouds,broken clouds,2017-01-26 09:00:00,5144
860,,270.42,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 10:00:00,4367
861,,270.65,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 11:00:00,4710
862,,270.82,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 12:00:00,4810
863,,271.08,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 13:00:00,4856
864,,271.28,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 14:00:00,5354
865,,271.35,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 15:00:00,5767
866,,271.29,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 16:00:00,6772
867,,270.69,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 17:00:00,6458
868,,270.02,0.0,0.0,90,Snow,light snow,2017-01-26 18:00:00,4714
869,,269.69,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 19:00:00,3447
870,,269.44,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 20:00:00,2969
871,,268.82,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 21:00:00,3619
872,,268.62,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 22:00:00,3522
873,,268.35,0.0,0.0,90,Clouds,overcast clouds,2017-01-26 23:00:00,1281
874,,268.08,0.0,0.0,90,Clouds,overcast clouds,2017-01-27 00:00:00,664
875,,267.82,0.0,0.0,90,Clouds,overcast clouds,2017-01-27 01:00:00,409
876,,267.61,0.0,0.0,90,Clouds,overcast clouds,2017-01-27 02:00:00,312
877,,267.61,0.0,0.0,90,Clouds,overcast clouds,2017-01-27 03:00:00,390
878,,267.61,0.0,0.0,90,Clouds,overcast clouds,2017-01-27 04:00:00,827
879,,267.35,0.0,0.0,90,Clouds,overcast clouds,2017-01-27 05:00:00,2602
880,,267.22,0.0,0.0,40,Clouds,scattered clouds,2017-01-27 06:00:00,5160
881,,266.22,0.0,0.0,75,Clouds,broken clouds,2017-01-27 07:00:00,6266
882,,265.72,0.0,0.0,90,Clouds,overcast clouds,2017-01-27 08:00:00,5802
883,,265.65,0.0,0.0,75,Clouds,broken clouds,2017-01-27 09:00:00,4946
884,,265.72,0.0,0.0,75,Clouds,broken clouds,2017-01-27 10:00:00,4667
885,,267.38,0.0,0.0,1,Clear,sky is clear,2017-01-27 11:00:00,5109
886,,268.41,0.0,0.0,40,Clouds,scattered clouds,2017-01-27 12:00:00,5325
887,,269.84,0.0,0.0,40,Clouds,scattered clouds,2017-01-27 13:00:00,5144
888,,270.87,0.0,0.0,75,Clouds,broken clouds,2017-01-27 14:00:00,5366
889,,271.72,0.0,0.0,1,Clear,sky is clear,2017-01-27 15:00:00,5909
890,,272.64,0.0,0.0,1,Clear,sky is clear,2017-01-27 16:00:00,6261
891,,272.65,0.0,0.0,1,Clear,sky is clear,2017-01-27 17:00:00,6054
892,,271.94,0.0,0.0,1,Clear,sky is clear,2017-01-27 18:00:00,4713
893,,271.07,0.0,0.0,5,Clear,sky is clear,2017-01-27 19:00:00,3729
894,,270.68,0.0,0.0,1,Clear,sky is clear,2017-01-27 20:00:00,3169
895,,270.44,0.0,0.0,5,Clear,sky is clear,2017-01-27 21:00:00,3952
896,,270.08,0.0,0.0,1,Clear,sky is clear,2017-01-27 22:00:00,2914
897,,269.87,0.0,0.0,1,Clear,sky is clear,2017-01-27 23:00:00,1835
898,,269.51,0.0,0.0,1,Clear,sky is clear,2017-01-28 00:00:00,1094
899,,269.43,0.0,0.0,1,Clear,sky is clear,2017-01-28 01:00:00,676
900,,269.22,0.0,0.0,1,Clear,sky is clear,2017-01-28 02:00:00,583
901,,268.92,0.0,0.0,1,Clear,sky is clear,2017-01-28 03:00:00,394
902,,269.08,0.0,0.0,1,Clear,sky is clear,2017-01-28 04:00:00,438
903,,269.36,0.0,0.0,75,Clouds,broken clouds,2017-01-28 05:00:00,717
904,,269.28,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 06:00:00,1242
905,,269.72,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 07:00:00,2124
906,,269.81,0.0,0.0,90,Haze,haze,2017-01-28 08:00:00,2984
907,,269.81,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 09:00:00,3770
908,,270.15,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 10:00:00,4353
909,,270.5,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 11:00:00,4954
910,,270.58,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 12:00:00,5247
911,,270.48,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 13:00:00,4933
912,,270.75,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 14:00:00,4991
913,,270.75,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 15:00:00,4764
914,,270.65,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 16:00:00,4580
915,,270.15,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 17:00:00,4735
916,,269.88,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 18:00:00,4677
917,,269.75,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 19:00:00,3769
918,,269.65,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 20:00:00,3036
919,,269.35,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 21:00:00,3165
920,,269.29,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 22:00:00,3539
921,,269.15,0.0,0.0,90,Clouds,overcast clouds,2017-01-28 23:00:00,1880
922,,269.08,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 00:00:00,1229
923,,269.0,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 01:00:00,795
924,,268.68,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 02:00:00,561
925,,268.81,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 03:00:00,302
926,,268.81,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 04:00:00,294
927,,269.15,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 05:00:00,442
928,,269.22,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 06:00:00,756
929,,269.37,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 07:00:00,1227
930,,269.29,0.0,0.0,90,Snow,light snow,2017-01-29 08:00:00,1919
931,,269.3,0.0,0.0,90,Snow,light snow,2017-01-29 09:00:00,2631
932,,268.55,0.0,0.0,90,Clouds,overcast clouds,2017-01-29 10:00:00,3465
933,,268.68,0.0,0.0,40,Clouds,scattered clouds,2017-01-29 11:00:00,3919
934,,269.36,0.0,0.0,1,Clear,sky is clear,2017-01-29 12:00:00,4323
935,,270.08,0.0,0.0,1,Clear,sky is clear,2017-01-29 13:00:00,4679
936,,270.43,0.0,0.0,40,Clouds,scattered clouds,2017-01-29 14:00:00,4740
937,,270.94,0.0,0.0,1,Clear,sky is clear,2017-01-29 15:00:00,4535
938,,271.0,0.0,0.0,40,Clouds,scattered clouds,2017-01-29 16:00:00,4767
939,,270.22,0.0,0.0,40,Clouds,scattered clouds,2017-01-29 17:00:00,4284
940,,268.94,0.0,0.0,40,Clouds,scattered clouds,2017-01-29 18:00:00,3719
941,,267.42,0.0,0.0,20,Clouds,few clouds,2017-01-29 19:00:00,2906
942,,265.95,0.0,0.0,5,Clear,sky is clear,2017-01-29 20:00:00,2442
943,,264.3,0.0,0.0,5,Clear,sky is clear,2017-01-29 21:00:00,1939
944,,263.49,0.0,0.0,1,Clear,sky is clear,2017-01-29 22:00:00,1413
945,,262.58,0.0,0.0,1,Clear,sky is clear,2017-01-29 23:00:00,904
946,,262.21,0.0,0.0,1,Clear,sky is clear,2017-01-30 00:00:00,512
947,,262.41,0.0,0.0,1,Clear,sky is clear,2017-01-30 01:00:00,289
948,,262.54,0.0,0.0,1,Clear,sky is clear,2017-01-30 02:00:00,227
949,,262.74,0.0,0.0,1,Clear,sky is clear,2017-01-30 03:00:00,312
950,,263.93,0.0,0.0,1,Clear,sky is clear,2017-01-30 04:00:00,818
951,,265.21,0.0,0.0,75,Clouds,broken clouds,2017-01-30 05:00:00,2685
952,,266.0,0.0,0.0,90,Clouds,overcast clouds,2017-01-30 06:00:00,5601
953,,266.94,0.0,0.0,90,Snow,light snow,2017-01-30 07:00:00,5606
954,,267.48,0.0,0.0,90,Snow,light snow,2017-01-30 08:00:00,3998
955,,267.48,0.0,0.0,90,Mist,mist,2017-01-30 08:00:00,3998
956,,268.26,0.0,0.0,90,Snow,light snow,2017-01-30 09:00:00,4470
957,,268.26,0.0,0.0,90,Mist,mist,2017-01-30 09:00:00,4470
958,,269.27,0.0,0.0,90,Mist,mist,2017-01-30 10:00:00,3901
959,,269.27,0.0,0.0,90,Snow,light snow,2017-01-30 10:00:00,3901
960,,270.71,0.0,0.0,90,Mist,mist,2017-01-30 11:00:00,3983
961,,271.89,0.0,0.0,90,Haze,haze,2017-01-30 12:00:00,4329
962,,271.89,0.0,0.0,90,Mist,mist,2017-01-30 12:00:00,4329
963,,273.28,0.0,0.0,90,Mist,mist,2017-01-30 13:00:00,4314
964,,273.28,0.0,0.0,90,Haze,haze,2017-01-30 13:00:00,4314
965,,274.84,0.0,0.0,1,Mist,mist,2017-01-30 14:00:00,4856
966,,275.82,0.0,0.0,90,Mist,mist,2017-01-30 15:00:00,5400
967,,276.68,0.0,0.0,75,Mist,mist,2017-01-30 16:00:00,6234
968,,276.08,0.0,0.0,90,Mist,mist,2017-01-30 17:00:00,5935
969,,274.84,0.0,0.0,90,Mist,mist,2017-01-30 18:00:00,4362
970,,274.16,0.0,0.0,90,Rain,moderate rain,2017-01-30 19:00:00,2772
971,,274.16,0.0,0.0,90,Snow,light snow,2017-01-30 19:00:00,2772
972,,273.27,0.0,0.0,40,Snow,snow,2017-01-30 20:00:00,2314
973,,273.27,0.0,0.0,40,Mist,mist,2017-01-30 20:00:00,2314
974,,273.27,0.0,0.0,40,Rain,light rain,2017-01-30 20:00:00,2314
975,,272.81,0.0,0.0,90,Snow,snow,2017-01-30 21:00:00,2066
976,,272.81,0.0,0.0,90,Mist,mist,2017-01-30 21:00:00,2066
977,,272.81,0.0,0.0,90,Rain,light rain,2017-01-30 21:00:00,2066
978,,272.81,0.0,0.0,90,Drizzle,drizzle,2017-01-30 21:00:00,2066
979,,272.96,0.0,0.0,90,Snow,snow,2017-01-30 22:00:00,1371
980,,272.96,0.0,0.0,90,Mist,mist,2017-01-30 22:00:00,1371
981,,272.96,0.0,0.0,90,Drizzle,drizzle,2017-01-30 22:00:00,1371
982,,272.96,0.0,0.0,90,Rain,light rain,2017-01-30 22:00:00,1371
983,,273.21,0.0,0.0,90,Snow,light rain and snow,2017-01-30 23:00:00,927
984,,273.21,0.0,0.0,90,Mist,mist,2017-01-30 23:00:00,927
985,,273.21,0.0,0.0,90,Rain,light rain,2017-01-30 23:00:00,927
986,,273.21,0.0,0.0,90,Drizzle,drizzle,2017-01-30 23:00:00,927
987,,273.82,0.0,0.0,75,Snow,light rain and snow,2017-01-31 00:00:00,521
988,,273.82,0.0,0.0,75,Mist,mist,2017-01-31 00:00:00,521
989,,273.82,0.0,0.0,75,Rain,light rain,2017-01-31 00:00:00,521
990,,273.82,0.0,0.0,75,Drizzle,drizzle,2017-01-31 00:00:00,521
991,,273.95,0.0,0.0,90,Drizzle,drizzle,2017-01-31 01:00:00,319
992,,273.95,0.0,0.0,90,Rain,moderate rain,2017-01-31 01:00:00,319
993,,273.95,0.0,0.0,90,Mist,mist,2017-01-31 01:00:00,319
994,,273.95,0.0,0.0,90,Snow,light snow,2017-01-31 01:00:00,319
995,,274.72,0.0,0.0,90,Rain,moderate rain,2017-01-31 02:00:00,234
996,,274.72,0.0,0.0,90,Drizzle,drizzle,2017-01-31 02:00:00,234
997,,274.72,0.0,0.0,90,Snow,light snow,2017-01-31 02:00:00,234
998,,274.55,0.0,0.0,40,Rain,light rain,2017-01-31 03:00:00,322
999,,274.55,0.0,0.0,40,Drizzle,drizzle,2017-01-31 03:00:00,322
1000,,274.55,0.0,0.0,40,Snow,light snow,2017-01-31 03:00:00,322
1001,,273.96,0.0,0.0,90,Snow,light snow,2017-01-31 04:00:00,804
1002,,273.96,0.0,0.0,90,Mist,mist,2017-01-31 04:00:00,804
1003,,273.86,0.0,0.0,90,Snow,light snow,2017-01-31 05:00:00,2786
1004,,273.86,0.0,0.0,90,Mist,mist,2017-01-31 05:00:00,2786
1005,,273.86,0.0,0.0,90,Drizzle,drizzle,2017-01-31 05:00:00,2786
1006,,274.28,0.0,0.0,90,Snow,light snow,2017-01-31 06:00:00,5608
1007,,274.09,0.0,0.0,20,Clouds,few clouds,2017-01-31 07:00:00,6160
1008,,274.08,0.0,0.0,75,Clouds,broken clouds,2017-01-31 08:00:00,5655
1009,,274.22,0.0,0.0,75,Clouds,broken clouds,2017-01-31 09:00:00,5139
1010,,274.72,0.0,0.0,90,Snow,light snow,2017-01-31 10:00:00,4275
1011,,275.52,0.0,0.0,90,Snow,light snow,2017-01-31 11:00:00,4553
1012,,275.95,0.0,0.0,90,Clouds,overcast clouds,2017-01-31 12:00:00,4668
1013,,275.88,0.0,0.0,90,Clouds,overcast clouds,2017-01-31 13:00:00,4765
1014,,276.15,0.0,0.0,75,Snow,light snow,2017-01-31 14:00:00,5123
1015,,275.95,0.0,0.0,90,Snow,light snow,2017-01-31 15:00:00,5911
1016,,275.09,0.0,0.0,40,Snow,light snow,2017-01-31 16:00:00,6699
1017,,275.02,0.0,0.0,75,Rain,proximity shower rain,2017-01-31 17:00:00,5783
1018,,275.02,0.0,0.0,75,Snow,snow,2017-01-31 17:00:00,5783
1019,,274.65,0.0,0.0,90,Rain,proximity shower rain,2017-01-31 18:00:00,4585
1020,,274.65,0.0,0.0,90,Snow,snow,2017-01-31 18:00:00,4585
1021,,274.35,0.0,0.0,90,Clouds,overcast clouds,2017-01-31 19:00:00,3119
1022,,273.88,0.0,0.0,75,Clouds,broken clouds,2017-01-31 20:00:00,2746
1023,,273.28,0.0,0.0,90,Snow,light snow,2017-01-31 21:00:00,2401
1024,,272.95,0.0,0.0,1,Clear,sky is clear,2017-01-31 22:00:00,1533
1025,,271.95,0.0,0.0,1,Clear,sky is clear,2017-01-31 23:00:00,1048
1026,,271.82,0.0,0.0,40,Clouds,scattered clouds,2017-02-01 00:00:00,593
1027,,272.01,0.0,0.0,90,Clouds,overcast clouds,2017-02-01 01:00:00,375
1028,,271.71,0.0,0.0,75,Snow,light snow,2017-02-01 02:00:00,270
1029,,271.09,0.0,0.0,75,Snow,light snow,2017-02-01 03:00:00,321
1030,,269.97,0.0,0.0,1,Snow,light snow,2017-02-01 04:00:00,876
1031,,267.7,0.0,0.0,1,Snow,light snow,2017-02-01 05:00:00,2768
1032,,265.29,0.0,0.0,40,Clouds,scattered clouds,2017-02-01 06:00:00,5805
1033,,263.72,0.0,0.0,75,Snow,light snow,2017-02-01 07:00:00,6589
1034,,261.99,0.0,0.0,1,Snow,light snow,2017-02-01 08:00:00,5890
1035,,261.48,0.0,0.0,20,Clouds,few clouds,2017-02-01 09:00:00,5085
1036,,261.58,0.0,0.0,1,Clear,sky is clear,2017-02-01 10:00:00,4423
1037,,262.01,0.0,0.0,1,Clear,sky is clear,2017-02-01 11:00:00,4628
1038,,263.08,0.0,0.0,1,Clear,sky is clear,2017-02-01 12:00:00,4759
1039,,263.64,0.0,0.0,1,Clear,sky is clear,2017-02-01 13:00:00,4914
1040,,264.21,0.0,0.0,1,Clear,sky is clear,2017-02-01 14:00:00,5393
1041,,264.15,0.0,0.0,1,Clear,sky is clear,2017-02-01 15:00:00,5553
1042,,264.53,0.0,0.0,5,Clear,sky is clear,2017-02-01 16:00:00,6482
1043,,264.15,0.0,0.0,5,Clear,sky is clear,2017-02-01 17:00:00,5929
1044,,263.35,0.0,0.0,5,Clear,sky is clear,2017-02-01 18:00:00,4511
1045,,262.78,0.0,0.0,5,Clear,sky is clear,2017-02-01 19:00:00,3306
1046,,262.58,0.0,0.0,5,Clear,sky is clear,2017-02-01 20:00:00,2841
1047,,262.33,0.0,0.0,5,Clear,sky is clear,2017-02-01 21:00:00,2571
1048,,262.09,0.0,0.0,1,Clear,sky is clear,2017-02-01 22:00:00,1753
1049,,261.82,0.0,0.0,1,Clear,sky is clear,2017-02-01 23:00:00,1112
1050,,261.82,0.0,0.0,1,Clear,sky is clear,2017-02-02 00:00:00,531
1051,,261.34,0.0,0.0,1,Clear,sky is clear,2017-02-02 01:00:00,356
1052,,260.72,0.0,0.0,75,Clouds,broken clouds,2017-02-02 02:00:00,259
1053,,260.35,0.0,0.0,1,Clear,sky is clear,2017-02-02 03:00:00,332
1054,,259.68,0.0,0.0,1,Clear,sky is clear,2017-02-02 04:00:00,853
1055,,258.97,0.0,0.0,1,Clear,sky is clear,2017-02-02 05:00:00,2763
1056,,259.44,0.0,0.0,1,Clear,sky is clear,2017-02-02 06:00:00,5826
1057,,259.22,0.0,0.0,1,Clear,sky is clear,2017-02-02 07:00:00,6276
1058,,259.22,0.0,0.0,5,Clear,sky is clear,2017-02-02 08:00:00,6013
1059,,259.81,0.0,0.0,1,Clear,sky is clear,2017-02-02 09:00:00,5089
1060,,261.07,0.0,0.0,20,Clouds,few clouds,2017-02-02 10:00:00,4452
1061,,262.09,0.0,0.0,20,Clouds,few clouds,2017-02-02 11:00:00,4770
1062,,262.9,0.0,0.0,40,Clouds,scattered clouds,2017-02-02 12:00:00,4930
1063,,263.65,0.0,0.0,40,Clouds,scattered clouds,2017-02-02 13:00:00,4801
1064,,264.29,0.0,0.0,40,Clouds,scattered clouds,2017-02-02 14:00:00,5143
1065,,264.72,0.0,0.0,1,Clear,sky is clear,2017-02-02 15:00:00,5695
1066,,264.65,0.0,0.0,1,Clear,sky is clear,2017-02-02 16:00:00,6351
1067,,264.42,0.0,0.0,1,Clear,sky is clear,2017-02-02 17:00:00,6117
1068,,263.03,0.0,0.0,5,Clear,sky is clear,2017-02-02 18:00:00,4555
1069,,262.15,0.0,0.0,1,Clear,sky is clear,2017-02-02 19:00:00,3364
1070,,261.95,0.0,0.0,1,Clear,sky is clear,2017-02-02 20:00:00,2972
1071,,261.42,0.0,0.0,1,Clear,sky is clear,2017-02-02 21:00:00,2648
1072,,261.15,0.0,0.0,1,Clear,sky is clear,2017-02-02 22:00:00,1815
1073,,260.59,0.0,0.0,1,Clear,sky is clear,2017-02-02 23:00:00,1153
1074,,260.35,0.0,0.0,1,Clear,sky is clear,2017-02-03 00:00:00,802
